Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
55,77,4,27,BALARAMPUR
55,77,4,40,DHAMOR
55,77,4,54,MIRZAPUR
55,77,4,67,RADHANAGAR
55,77,4,81,TARIA
55,77,25,,BODA
55,77,25,12,BARA SHASHI
55,77,25,14,BANAGRAM
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,77,25,21,BODA
55,77,25,29,CHANDANBARI
55,77,25,51,JHALAISHALSIRI
55,77,25,58,KAJAL DIGHI KALIGANJ
55,77,25,73,MAIDAN DIGHI
55,77,25,80,MAREA BAMANHAT
55,77,25,87,PANCHPIR
55,77,25,94,SAKOA
55,77,34,,DEBIGANJ
55,77,34,19,CHILAHATI
55,77,34,28,DANDAPAL
55,77,34,38,DEBIDOBA
55,77,34,47,DEBIGANJ
55,77,34,53,HAZRADANGA
55,77,34,57,PAMULI
55,77,34,66,SALDANGA
55,77,34,76,MALLIKADAHA
55,77,34,85,SUNDAR DIGHI
55,77,34,95,TEPRIGANJ
55,77,73,,PANCHAGARH SADAR
55,77,73,11,AMARKHANA
55,77,73,23,CHAKLARHAT
55,77,73,35,HAFIZABAD
55,77,73,36,DHAKKAMARA
55,77,73,43,GARINABARI
55,77,73,47,HARIBHASA
55,77,73,59,KAMAT KAJAL DIGHI
55,77,73,65,MAGURA
55,77,73,71,PANCHAGARH
55,77,73,83,SATMARA
55,77,90,,TENTULIA
55,77,90,13,BANGLABANDHA
55,77,90,27,BHOJANPUR
Unions list of Bangladesh (as on 25-06-2014),,,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME,
,,THANA,,,
55,77,90,40,DEBNAGAR,
55,77,90,54,BURABURI,
55,77,90,67,SALBAHAN,
55,77,90,81,TENTULIA,
55,77,90,94,TIMAIHAT,
55,85,,,RANGPUR,
55,85,3,,BADARGANJ,
55,85,3,16,KALU PARA,
55,85,3,18,BISHNUPUR,
55,85,3,25,DAMODARPUR,
55,85,3,31,GOPALPUR,
55,85,3,37,GOPINATHPUR,
55,85,3,63,KUTUBPUR,
55,85,3,69,LOHANI PARA,
55,85,3,75,MADHUPUR,
55,85,3,82,RADHANAGAR,
55,85,3,88,RAMNATHPUR,
55,85,27,,GANGACHARA,
55,85,27,16,ALAM BIDITAR,
55,85,27,19,BARABIL,
55,85,27,21,BETGARI,
55,85,27,31,GANGACHARA,
55,85,27,42,GAJAGHANTA,
55,85,27,52,KHALEYA,
55,85,27,63,KOLKANDA,
55,85,27,73,LAKSHMITARI,
55,85,27,77,NOHALI,
55,85,27,84,MARANIA,
55,85,42,,KAUNIA,
55,85,42,55,WARD NO-30 (PART),CITY CORP.
55,85,42,23,HARAGACHH,
55,85,42,27,KAUNIA BALA PARA,
55,85,42,40,KURSHA,
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,85,42,54,SARAI
55,85,42,67,SHAHIDBAGH
55,85,42,81,TEPA MADHUPUR
55,85,49,,RANGPUR SADAR
55,85,49,17,CHANDANPAT
55,85,49,23,HARIDEBPUR
55,85,49,31,MOMINPUR
55,85,49,63,SADYA PUSHKARNI
55,85,49,98,CANTONMENT
55,85,58,,MITHA PUKUR
55,85,58,17,BALUA MASIMPUR
55,85,58,21,BARABALA
55,85,58,26,BARA HAZRATPUR
55,85,58,32,BALARHAT
55,85,58,37,BHANGNI
55,85,58,43,CHENGMARI
55,85,58,49,DURGAPUR
55,85,58,54,EMADPUR
55,85,58,60,GOPALPUR
55,85,58,62,KAFRIKHAL
55,85,58,65,KHORAGACHH
55,85,58,67,LATIFPUR
55,85,58,72,MILANPUR
55,85,58,78,MIRZAPUR
55,85,58,83,MAYENPUR
55,85,58,89,PAIRABAND
55,85,58,94,RANI PUKUR
55,85,73,,PIRGACHHA
55,85,73,17,ANNADANAGAR
55,85,73,19,CHHAOLA
55,85,73,28,ITAKUMARI
55,85,73,38,KAIKURI
55,85,73,47,KALYANI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,85,73,57,KANDI
55,85,73,66,PARUL
55,85,73,76,PIRGACHHA
55,85,73,85,TAMBULPUR
55,85,76,,PIRGANJ
55,85,76,16,BARA ALAMPUR
55,85,76,22,BARA DARGAH
55,85,76,28,BHENDABARI
55,85,76,35,CHAITRAKUL
55,85,76,41,CHATRA
55,85,76,47,KABILPUR
55,85,76,54,KUMEDPUR
55,85,76,56,MADANKHALI
55,85,76,58,MITHAPUR
55,85,76,63,PANCHGACHHA
55,85,76,69,PIRGANJ
55,85,76,75,ROYPUR
55,85,76,82,RAMNATHPUR
55,85,76,88,SHANERHAT
55,85,76,95,TUKURIA
55,85,92,,TARAGANJ
55,85,92,25,ALAMPUR
55,85,92,47,EKARCHALI
55,85,92,63,HARIARKUTI
55,85,92,71,KURSHA
55,85,92,79,SAYAR
55,94,,,THAKURGAON
55,94,8,,BALIADANGI
55,94,8,10,AMJANKHORE
55,94,8,21,BARABARI
55,94,8,31,BARA PALASHBARI
55,94,8,42,BHANOR
55,94,8,52,CHAROL
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,94,8,63,DHANTALA
55,94,8,73,DUOSUO
55,94,8,84,PARIA
55,94,51,,HARIPUR
55,94,51,13,AMGAON
55,94,51,27,BAKUA
55,94,51,40,BHATURIA
55,94,51,54,DANGI PARA
55,94,51,67,GEDURA
55,94,51,81,HARIPUR
55,94,82,,PIRGANJ
55,94,82,23,BAIRCHUNA
55,94,82,25,BHOMRADAHA
55,94,82,34,DAULATPUR
55,94,82,43,HAJIPUR
55,94,82,51,JABARHAT
55,94,82,60,KHANGAON
55,94,82,69,KUSHA RANIGANJ
55,94,82,77,PIRGANJ
55,94,82,86,SAIDPUR
55,94,82,94,SENGAON
55,94,86,,RANISANKAIL
55,94,86,15,BACHOR
55,94,86,31,DHARMAGARH
55,94,86,47,HOSSAIN GAON
55,94,86,55,KASHIPUR
55,94,86,63,LEHEMBA
55,94,86,71,NONDUAR
55,94,86,79,NEKMARAD
55,94,86,87,RATOR
55,94,94,,THAKURGAON SADAR
55,94,94,13,AKHANAGAR
55,94,94,14,AKCHA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,94,94,15,AULIAPUR
55,94,94,17,BEGUNBARI
55,94,94,21,BALIA
55,94,94,26,BARAGAON
55,94,94,31,CHILARANG
55,94,94,36,DEBIPUR
55,94,94,39,DHOLARHAT
55,94,94,42,GAREYA
55,94,94,47,JAGANNATHPUR
55,94,94,52,JAMALPUR
55,94,94,58,MOHAMMADPUR
55,94,94,63,NARGUN
55,94,94,68,RAHIMANPUR
55,94,94,73,ROYPUR
55,94,94,79,RAJAGAON
55,94,94,84,RUHEA
55,94,94,86,RUHEA PASCHIM
55,94,94,89,SALANDAR
55,94,94,94,SUKHANPUKHARI
60,,,,SYLHET
60,36,,,HABIGANJ
60,36,2,,AJMIRIGANJ
60,36,2,13,AJMIRIGANJ
60,36,2,27,BADALPUR
60,36,2,54,JALSUKA
60,36,2,67,KAKAILSEO
60,36,2,81,SHIBPASHA
60,36,5,,BAHUBAL
60,36,5,11,BAHUBAL
60,36,5,23,BHADESHWAR
60,36,5,35,LAMATASHI
60,36,5,47,MIRPUR
60,36,5,59,PUTIJURI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,36,5,71,SATKAPAN
60,36,5,83,SNANGHAT
60,36,11,,BANIACHONG
60,36,11,11,UTTAR PURBA BANIACHANG
60,36,11,12,UTTAR PASCHIM BANIYACHANG
60,36,11,18,DAKSHIN PURBA BANIYACHANG
60,36,11,25,DAKSHIN PASCHIM BANIYACHANG
60,36,11,31,BARAIURI
60,36,11,37,DAULATPUR
60,36,11,44,KAGAPASHA
60,36,11,50,KHAGAURA
60,36,11,56,MAKRAMPUR
60,36,11,63,MANDARI
60,36,11,69,MURADPUR
60,36,11,75,PAILARKANDI
60,36,11,82,PUKHRA
60,36,11,88,SUJATPUR
60,36,11,94,SUBIDPUR
60,36,26,,CHUNARUGHAT
60,36,26,13,AHMADABAD
60,36,26,19,CHUNARUGHAT
60,36,26,28,DEORGACHH
60,36,26,38,GAZIPUR
60,36,26,47,MIRAHI
60,36,26,57,PAIK PARA
60,36,26,66,RANIGAON
60,36,26,76,SANKHOLA
60,36,26,85,SHATIAJURI
60,36,26,95,UBAHATA
60,36,44,,HABIGANJ SADAR
60,36,44,22,GOPAYA
60,36,44,24,LASKARPUR
60,36,44,28,LUKHRA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,36,44,38,NIZAMPUR
60,36,44,47,NURPUR
60,36,44,57,POIL
60,36,44,66,RAZIURA
60,36,44,76,RICHI
60,36,44,85,SAISTAGANJ
60,36,44,95,TEGHARIA
60,36,68,,LAKHAI
60,36,68,13,BAMAI
60,36,68,27,BULLA
60,36,68,40,KARAB
60,36,68,54,LAKHAI
60,36,68,67,MURAKARI
60,36,68,81,MURIAUK
60,36,71,,MADHABPUR
60,36,71,16,ADAIR
60,36,71,17,BAGASURA
60,36,71,25,BAHARA
60,36,71,34,BULLA
60,36,71,43,CHHATIAIN
60,36,71,51,CHOWMOHANI
60,36,71,60,DHARMAGHAR
60,36,71,69,0AGADISHPUR
60,36,71,77,ANDIURAUK
60,36,71,86,NOAPARA
60,36,71,94,SHAHJAHANPUR
60,36,77,,NABIGANJ
60,36,77,13,AUSKANDI
60,36,77,14,BAUSHA
60,36,77,21,DEBPARA
60,36,77,29,DIGHALBAK
60,36,77,43,GAZNAPUR
60,36,77,51,INATHGANJ
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,36,77,58,KALAIR BANGA
60,36,77,65,KARGAON
60,36,77,73,KURSHI
60,36,77,80,NABIGANJ
60,36,77,87,PANIUNDA
60,36,77,90,PURBA BARA BAKHAIR
60,36,77,94,PASCHIM BARA BHAKHAIR
60,58,,,MAULVIBAZAR
60,58,14,,BARLEKHA
60,58,14,13,BARLEKHA
60,58,14,15,BARNI
60,58,14,29,DAKSHIN SHAHABAJPUR
60,58,14,31,DAKSHIN DAKSHINBHAGH
60,58,14,39,DASHER BAZAR
60,58,14,63,NIJ BAHADURPUR
60,58,14,77,SUJANAGAR
60,58,14,80,UTTAR DAKSHINBHAG
60,58,14,85,UTTAR SHAHABAJPUR
60,58,14,94,TALIMPUR
60,58,35,,JURI
60,58,35,23,FULTALA
60,58,35,29,GOALBARI
60,58,35,47,JAIFARNAGAR
60,58,35,55,PASCHIM JURI
60,58,35,67,PURBA JURI
60,58,35,83,SAGARNAL
60,58,56,,KAMALGANJ
60,58,56,17,ADAMPUR
60,58,56,19,ALINAGAR
60,58,56,28,ISLAMPUR
60,58,56,38,KAMALGANJ
60,58,56,47,MADHABPUR
60,58,56,57,MUNSHI BAZAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,58,56,66,PATANUSHAR
60,58,56,76,RAHIMPUR
60,58,56,85,SHAMSHERNAGAR
60,58,65,,KULAURA
60,58,65,10,BHUKSHIMAIL
60,58,65,11,BARAMCHAL
60,58,65,13,BHATERA
60,58,65,17,BRAHMAN BAZAR
60,58,65,35,HAJIPUR
60,58,65,41,JOYCHANDI
60,58,65,53,KADIRPUR
60,58,65,59,KARMADHA
60,58,65,65,KULAURA
60,58,65,71,PRITHIM PASHA
60,58,65,77,ROUTHGAON
60,58,65,89,SHARIFPUR
60,58,65,95,TILAGAON
60,58,74,,MAULVIBAZAR SADAR
60,58,74,,MAULVIBAZAR PAURASHAVA
60,58,74,13,AKHAILKURA
60,58,74,14,AMTAIL
60,58,74,21,CHANDIGHAT
60,58,74,29,EKATUNA
60,58,74,36,GIASNAGAR
60,58,74,43,KAMALPUR
60,58,74,51,KANAKPUR
60,58,74,58,KHALILPUR
60,58,74,65,MANUMUKH
60,58,74,80,MOSTAFAPUR
60,58,74,87,NAZIRABAD
60,58,74,94,UPPER KAGABALA
60,58,80,,RAJNAGAR
60,58,80,10,FATEHPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,58,80,21,KAMAR CHAK
60,58,80,31,MANSURNAGAR
60,58,80,42,MUNSHI BAZAR
60,58,80,52,PANCHGAON
60,58,80,63,RAJNAGAR
60,58,80,73,TENGRA
60,58,80,84,UTTARBHAG
60,58,83,,SREEMANGAL
60,58,83,15,ASHIDRON
60,58,83,19,BHUNABIR
60,58,83,28,KALAPUR
60,58,83,38,KALIGHAT
60,58,83,47,MIRZAPUR
60,58,83,57,RAJGHAT
60,58,83,66,SATGOAN
60,58,83,76,SINDURKHAN
60,58,83,85,SREEMANGAL
60,90,,,SUNAMGANJ
60,90,18,,BISHWAMBARPUR
60,90,18,17,DAKSHIN BADAGHAT
60,90,18,20,DHONPUR
60,90,18,34,FATEHPUR
60,90,18,77,PALASH
60,90,18,80,SHOLUKABAD
60,90,23,,CHHATAK
60,90,23,11,BHATGAON
60,90,23,13,CHHATAK
60,90,23,14,CHARMOHALLA
60,90,23,38,DULAR BAZAR
60,90,23,42,DAKSHIN KHURMA
60,90,23,47,DAKSHIN ISLAMPUR
60,90,23,52,JAWAR BAZAR
60,90,23,57,KALARUKA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,90,23,76,NOARAI
60,90,23,85,SAIDERGAON
60,90,23,90,SAILA AFZALABAD
60,90,23,92,SING CHAPAIR
60,90,23,94,UTTAR SURMA
60,90,27,,DAKSHIN SUNAMGANJ
60,90,27,11,DURGAPASHA
60,90,27,33,JOYKALAS
60,90,27,61,PATHARIA
60,90,27,78,SHIMULBAK
60,90,27,89,PASCHIM BIRGAON
60,90,27,90,PASCHIM PAGLA
60,90,27,92,PURBA BIRGOAN
60,90,27,94,PURBA PAGLA
60,90,29,,DERAI
60,90,29,17,BHATI PARA
60,90,29,19,CHARNAR CHAR
60,90,29,28,DERAI SARMANGAL
60,90,29,38,JAGADDAL
60,90,29,47,KARIMPUR
60,90,29,57,KULANJ
60,90,29,66,RAFINAGAR
60,90,29,76,RAJANAGAR
60,90,29,85,TARAL
60,90,32,,DHARAMPASHA
60,90,32,21,DAKSHIN SUKHAIRRAJAPUR
60,90,32,23,CHAMARDANI
60,90,32,35,DAKSHIN BONGSHIKUNDA
60,90,32,38,DHARMAPASHA
60,90,32,47,JOYSREE
60,90,32,57,MADHYANAGAR
60,90,32,66,PAIKURATI
60,90,32,76,SELBORASH
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,90,32,85,UTTAR SUKHAIR RAJAPUR
60,90,32,90,UTTAR BANGSHIKUNDA
60,90,33,,DOWARABAZAR
60,90,33,21,BOUGLA BAZAR
60,90,33,27,DAKSHIN DOWARABAZAR
60,90,33,32,DUHALIA
60,90,33,61,LAKSHMIPUR
60,90,33,67,MANNARGAON
60,90,33,78,PANDERGAON
60,90,33,81,SURMA
60,90,33,86,BANGLA BAZAR
60,90,33,92,NARSING PUR
60,90,47,,JAGANNATHPUR
60,90,47,17,ASHARKANDI
60,90,47,19,HALDIPUR
60,90,47,38,KALKALIA
60,90,47,47,MIRPUR
60,90,47,57,PAILGAON
60,90,47,66,PATALI
60,90,47,76,RANIGANJ
60,90,47,85,SYED PUR
60,90,50,,JAMALGANJ
60,90,50,13,BEHELI
60,90,50,27,VIMKHALI
60,90,50,54,FENARBAK
60,90,50,67,JAMALGANJ
60,90,50,81,SACHNA BAZAR
60,90,86,,SULLA
60,90,86,23,ATGAON
60,90,86,47,BAHARA
60,90,86,71,HABIBPUR
60,90,86,95,SULLA
60,90,89,,SUNAMGANJ SADAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,90,89,10,KURBANNAGAR(AFTABNAGAR)
60,90,89,27,GOURARARANG
60,90,89,33,JAHANGIRNAGAR
60,90,89,36,KATAIR
60,90,89,39,LAKSHMANSREE
60,90,89,50,MOHANPUR
60,90,89,55,MOLLAH PARA
60,90,89,72,RANGAR CHAR
60,90,89,77,SURMA
60,90,92,,TAHIRPUR
60,90,92,10,BALIJURI
60,90,92,33,DAKSHIN SREEPUR
60,90,92,43,DAKSHIN BARADAL
60,90,92,64,TAHIRPUR
60,90,92,71,UTTAR BADAGHAT
60,90,92,82,BARADAL
60,90,92,92,UTTAR SREEPUR
60,91,,,SYLHET
60,91,8,,BALAGANJ
60,91,8,11,BALAGANJ
60,91,8,13,BOALJUR BAZAR
60,91,8,20,BURUNGA
60,91,8,27,DAYAMIR
60,91,8,33,DEWAN BAZAR
60,91,8,40,GOULA BAZAR
60,91,8,51,OMARPUR
60,91,8,55,OSMANPUR
60,91,8,60,PASCHIM GAURIPUR
60,91,8,64,PASCHIM PAILANPUR
60,91,8,67,PURBA PAILANPUR
60,91,8,70,PURBA GAURIPUR
60,91,8,81,SADIPUR
60,91,8,88,TAJPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,91,17,,BEANI BAZAR
60,91,17,11,ALINAGAR
60,91,17,14,MOLLAHPUR
60,91,17,25,CHARKHAI
60,91,17,34,DOBHAG
60,91,17,43,KURAR BAZAR
60,91,17,51,LAUTA
60,91,17,60,MATHIURA
60,91,17,77,MURIA
60,91,17,86,SHEOLA
60,91,17,94,TILPARA
60,91,20,,BISHWANATH
60,91,20,10,ALANKARI
60,91,20,21,BISHWANATH
60,91,20,31,DAULATPUR
60,91,20,42,DEOKALAS
60,91,20,52,DASGHAR
60,91,20,63,KHAZANCHIGAON
60,91,20,73,LAMA KAZI
60,91,20,84,RAMPASHA
60,91,27,,COMPANIGANJ
60,91,27,11,ISLAMPUR PASCHIM
60,91,27,13,ISLAMPUR PURBA
60,91,27,17,ISHAKALAS
60,91,27,47,RANIKHAI DAKSHIN
60,91,27,57,RANIKHAI UTTAR
60,91,27,71,TELIKHAL
60,91,31,,DAKSHIN SURMA
60,91,31,30,DAUDPUR
60,91,31,36,BARAIKANDI
60,91,31,37,JALALPUR
60,91,31,41,KAMAL BAZAR
60,91,31,45,KUCHAI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,91,31,50,LALA BAZAR
60,91,31,60,MOGLA BAZAR
60,91,31,65,MOLLARGAON
60,91,31,75,SILAM
60,91,31,85,TETLI
60,91,35,,FENCHUGANJ
60,91,35,23,FENCHUGANJ
60,91,35,47,GHILACHHARA
60,91,35,71,MAIJGAON
60,91,35,93,UTTAR FENCHUGANJ
60,91,35,95,UTTAR KUSHIARA
60,91,38,,GOLAPGANJ
60,91,38,13,AMURA
60,91,38,15,BAGHA
60,91,38,17,BHADESHWAR
60,91,38,20,BUDBARI BAZAR
60,91,38,25,DHAKA DAKSHIN
60,91,38,36,SHORIFGONJ
60,91,38,43,FULBARI
60,91,38,51,GOLAPGANJ
60,91,38,60,LAKSHMI PASHA
60,91,38,69,LAKSHANABAND
60,91,38,77,UTTAR BADE PASHA
60,91,41,,GOWAINGHAT
60,91,41,10,ALIRGAON
60,91,41,16,DAUBARI
60,91,41,21,FATEHPUR
60,91,41,31,PURBA JAFLONG
60,91,41,42,PASCHIM JAFLONG
60,91,41,52,LENGURA
60,91,41,63,NANDIRGAON
60,91,41,73,RUSTAMPUR
60,91,41,84,TOWAKUL
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,91,53,,JAINTIAPUR
60,91,53,27,CHARIKATA
60,91,53,29,CHIKNAGUL
60,91,53,31,DARBASTA
60,91,53,45,FATEHPUR
60,91,53,52,JAINTAPUR
60,91,53,63,NIJPAT
60,91,59,,KANAIGHAT
60,91,59,13,BARA CHATUL
60,91,59,19,DAKSHIN BANIGRAM
60,91,59,38,JHINGRABARI
60,91,59,47,KANAIGHAT
60,91,59,66,PASCHIM LAKSHMIP RASAD
60,91,59,70,SATBAK (PASCHIM DIGHIRPAR)
60,91,59,72,PURBA LAKSHMI PRASAD
60,91,59,76,PURBA DIGHIRPAR
60,91,59,85,RAJAGANJ
60,91,62,,SYLHET SADAR
60,91,62,32,HATKHOLA
60,91,62,34,JALALABAD
60,91,62,38,KANDIGAON
60,91,62,40,KHADIMNAGAR
60,91,62,42,KHADIM PARA
60,91,62,55,MOGALGAON
60,91,62,90,TUKER BAZAR
60,91,62,95,TULTIKAR
60,91,62,98,SYLHET CANTONMENT
60,91,94,,ZAKIGANJ
60,91,94,15,BARAHAL
60,91,94,19,BARA THAKURI
60,91,94,28,BIRASREE
60,91,94,38,KASHKANAKPUR
60,91,94,47,KAJALSHAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
60,91,94,57,KHOLACHHARA
60,91,94,66,MANIKPUR
60,91,94,76,SULTANPUR
60,91,94,85,ZAKIGANJ
